Date,S&P500,CAPE
01/05/1958,43.70,14.32
01/06/1958,44.75,14.64
01/07/1958,45.98,14.96
01/08/1958,47.70,15.54
01/09/1958,48.96,15.93
01/10/1958,50.95,16.56
01/11/1958,52.50,16.99
01/12/1958,53.49,17.36
01/01/1959,55.62,17.98
01/02/1959,54.77,17.76
01/03/1959,56.16,18.20
01/04/1959,57.10,18.43
01/05/1959,57.96,18.69
01/06/1959,57.46,18.45
01/07/1959,59.74,19.09
01/08/1959,59.40,18.96
01/09/1959,57.05,18.12
01/10/1959,57.00,18.02
01/11/1959,57.23,18.07
01/12/1959,59.06,18.62
01/01/1960,58.03,18.34
01/02/1960,55.78,17.55
01/03/1960,55.02,17.29
01/04/1960,55.73,17.43
01/05/1960,55.22,17.26
01/06/1960,57.26,17.82
01/07/1960,55.84,17.38
01/08/1960,56.51,17.58
01/09/1960,54.81,17.05
01/10/1960,53.73,16.61
01/11/1960,55.47,17.15
01/12/1960,56.80,17.56
01/01/1961,59.72,18.47
01/02/1961,62.17,19.23
01/03/1961,64.12,19.84
01/04/1961,65.83,20.38
01/05/1961,66.50,20.60
01/06/1961,65.62,20.33
01/07/1961,65.44,20.15
01/08/1961,67.79,20.94
01/09/1961,67.26,20.71
01/10/1961,68.00,20.92
01/11/1961,71.08,21.86
01/12/1961,71.74,22.04
01/01/1962,69.07,21.20
01/02/1962,70.22,21.45
01/03/1962,70.29,21.44
01/04/1962,68.05,20.66
01/05/1962,62.99,19.09
01/06/1962,55.63,16.83
01/07/1962,56.97,17.14
01/08/1962,58.52,17.57
01/09/1962,58.00,17.32
01/10/1962,56.17,16.74
01/11/1962,60.04,17.85
01/12/1962,62.64,18.59
01/01/1963,65.06,19.26
01/02/1963,65.92,19.47
01/03/1963,65.67,19.29
01/04/1963,68.76,20.15
01/05/1963,70.14,20.51
01/06/1963,70.11,20.38
01/07/1963,69.07,19.97
01/08/1963,70.98,20.47
01/09/1963,72.85,20.96
01/10/1963,73.03,20.89
01/11/1963,72.62,20.72
01/12/1963,74.17,21.04
01/01/1964,76.45,21.63
01/02/1964,77.39,21.83
01/03/1964,78.80,22.17
01/04/1964,79.94,22.42
01/05/1964,80.72,22.57
01/06/1964,80.24,22.30
01/07/1964,83.22,22.98
01/08/1964,82.00,22.65
01/09/1964,83.41,22.89
01/10/1964,84.85,23.21
01/11/1964,85.44,23.23
01/12/1964,83.96,22.75
01/01/1965,86.12,23.27
01/02/1965,86.75,23.37
01/03/1965,86.83,23.25
01/04/1965,87.97,23.42
01/05/1965,89.28,23.71
01/06/1965,85.04,22.39
01/07/1965,84.91,22.30
01/08/1965,86.49,22.67
01/09/1965,89.38,23.37
01/10/1965,91.39,23.78
01/11/1965,92.15,23.93
01/12/1965,91.73,23.69
01/01/1966,93.32,24.06
01/02/1966,92.69,23.70
01/03/1966,88.88,22.61
01/04/1966,91.60,23.11
01/05/1966,86.78,21.85
01/06/1966,86.06,21.56
01/07/1966,85.84,21.38
01/08/1966,80.65,19.91
01/09/1966,77.81,19.16
01/10/1966,77.13,18.83
01/11/1966,80.99,19.71
01/12/1966,81.33,19.74
01/01/1967,84.45,20.43
01/02/1967,87.36,21.07
01/03/1967,89.42,21.44
01/04/1967,90.96,21.69
01/05/1967,92.59,21.95
01/06/1967,91.43,21.55
01/07/1967,93.01,21.80
01/08/1967,94.49,22.03
01/09/1967,95.81,22.22
01/10/1967,95.66,22.07
01/11/1967,92.66,21.26
01/12/1967,95.30,21.75
01/01/1968,95.04,21.51
01/02/1968,90.75,20.42
01/03/1968,89.09,19.93
01/04/1968,95.67,21.28
01/05/1968,97.87,21.63
01/06/1968,100.50,22.00
01/07/1968,100.30,21.75
01/08/1968,98.11,21.14
01/09/1968,101.30,21.68
01/10/1968,103.80,22.00
01/11/1968,105.40,22.20
01/12/1968,106.50,22.28
01/01/1969,102.00,21.19
01/02/1969,101.50,20.90
01/03/1969,99.30,20.20
01/04/1969,101.30,20.43
01/05/1969,104.60,20.97
01/06/1969,99.14,19.71
01/07/1969,94.71,18.68
01/08/1969,94.18,18.43
01/09/1969,94.51,18.40
01/10/1969,95.52,18.45
01/11/1969,96.21,18.44
01/12/1969,91.11,17.33
01/01/1970,90.31,17.09
01/02/1970,87.16,16.37
01/03/1970,88.65,16.53
01/04/1970,85.95,15.87
01/05/1970,76.06,13.98
01/06/1970,75.59,13.80
01/07/1970,75.72,13.73
01/08/1970,77.92,14.10
01/09/1970,82.58,14.84
01/10/1970,84.37,15.06
01/11/1970,84.28,14.95
01/12/1970,90.05,15.87
01/01/1971,93.49,16.46
01/02/1971,97.11,17.03
01/03/1971,99.60,17.40
01/04/1971,103.00,17.92
01/05/1971,101.60,17.56
01/06/1971,99.72,17.08
01/07/1971,99.00,16.89
01/08/1971,97.24,16.52
01/09/1971,99.40,16.86
01/10/1971,97.29,16.43
01/11/1971,92.78,15.64
01/12/1971,99.17,16.60
01/01/1972,103.30,17.26
01/02/1972,105.20,17.46
01/03/1972,107.70,17.81
01/04/1972,108.80,17.92
01/05/1972,107.70,17.66
01/06/1972,108.00,17.64
01/07/1972,107.20,17.40
01/08/1972,111.00,17.94
01/09/1972,109.40,17.61
01/10/1972,109.60,17.53
01/11/1972,115.10,18.34
01/12/1972,117.50,18.65
01/01/1973,118.40,18.71
01/02/1973,114.20,17.89
01/03/1973,112.40,17.41
01/04/1973,110.30,16.94
01/05/1973,107.20,16.31
01/06/1973,104.80,15.81
01/07/1973,105.80,15.89
01/08/1973,103.80,15.28
01/09/1973,105.60,15.48
01/10/1973,109.80,15.91
01/11/1973,102.00,14.65
01/12/1973,94.78,13.49
01/01/1974,96.11,13.53
01/02/1974,93.45,12.96
01/03/1974,97.44,13.31
01/04/1974,92.46,12.55
01/05/1974,89.67,12.00
01/06/1974,89.79,11.89
01/07/1974,79.31,10.39
01/08/1974,76.03,9.82
01/09/1974,68.12,8.68
01/10/1974,69.44,8.74
01/11/1974,71.74,8.95
01/12/1974,67.07,8.29
01/01/1975,72.56,8.92
01/02/1975,80.10,9.76
01/03/1975,83.78,10.16
01/04/1975,84.72,10.23
01/05/1975,90.10,10.82
01/06/1975,92.40,11.01
01/07/1975,92.49,10.90
01/08/1975,85.71,10.09
01/09/1975,84.67,9.92
01/10/1975,88.57,10.33
01/11/1975,90.07,10.44
01/12/1975,88.70,10.25
01/01/1976,96.86,11.19
01/02/1976,100.60,11.59
01/03/1976,101.10,11.63
01/04/1976,101.90,11.69
01/05/1976,101.20,11.53
01/06/1976,101.80,11.54
01/07/1976,104.20,11.76
01/08/1976,103.30,11.60
01/09/1976,105.50,11.81
01/10/1976,101.90,11.35
01/11/1976,101.20,11.25
01/12/1976,104.70,11.60
01/01/1977,103.80,11.44
01/02/1977,101.00,11.01
01/03/1977,100.60,10.90
01/04/1977,99.05,10.64
01/05/1977,98.76,10.55
01/06/1977,99.29,10.53
01/07/1977,100.20,10.57
01/08/1977,97.75,10.27
01/09/1977,96.23,10.07
01/10/1977,93.74,9.77
01/11/1977,94.28,9.77
01/12/1977,93.82,9.68
01/01/1978,90.25,9.24
01/02/1978,88.98,9.05
01/03/1978,88.82,8.95
01/04/1978,92.71,9.26
01/05/1978,97.41,9.63
01/06/1978,97.66,9.55
01/07/1978,97.19,9.43
01/08/1978,103.90,10.02
01/09/1978,103.90,9.94
01/10/1978,100.60,9.53
01/11/1978,94.71,8.93
01/12/1978,96.11,9.01
01/01/1979,99.71,9.26
01/02/1979,98.23,9.00
01/03/1979,100.10,9.07
01/04/1979,102.10,9.13
01/05/1979,99.73,8.79
01/06/1979,101.70,8.85
01/07/1979,102.70,8.83
01/08/1979,107.40,9.13
01/09/1979,108.60,9.11
01/10/1979,104.50,8.68
01/11/1979,103.70,8.52
01/12/1979,107.80,8.75
01/01/1980,110.90,8.85
01/02/1980,115.30,9.05
01/03/1980,104.70,8.08
01/04/1980,103.00,7.84
01/05/1980,107.70,8.10
01/06/1980,114.60,8.51
01/07/1980,119.80,8.88
01/08/1980,123.50,9.07
01/09/1980,126.50,9.20
01/10/1980,130.20,9.36
01/11/1980,135.70,9.65
01/12/1980,133.50,9.39
01/01/1981,133.00,9.26
01/02/1981,128.40,8.83
01/03/1981,133.20,9.08
01/04/1981,134.40,9.09
01/05/1981,131.70,8.82
01/06/1981,132.30,8.77
01/07/1981,129.10,8.45
01/08/1981,129.60,8.40
01/09/1981,118.30,7.58
01/10/1981,119.80,7.65
01/11/1981,122.90,7.81
01/12/1981,123.80,7.83
01/01/1982,117.30,7.39
01/02/1982,114.50,7.18
01/03/1982,110.80,6.95
01/04/1982,116.30,7.26
01/05/1982,116.40,7.19
01/06/1982,109.70,6.69
01/07/1982,109.40,6.64
01/08/1982,109.70,6.64
01/09/1982,122.40,7.40
01/10/1982,132.70,8.00
01/11/1982,138.10,8.35
01/12/1982,139.40,8.47
01/01/1983,144.30,8.76
01/02/1983,146.80,8.91
01/03/1983,151.90,9.23
01/04/1983,157.70,9.53
01/05/1983,164.10,9.87
01/06/1983,166.40,10.00
01/07/1983,167.00,10.01
01/08/1983,162.40,9.73
01/09/1983,167.20,9.98
01/10/1983,167.70,10.00
01/11/1983,165.20,9.85
01/12/1983,164.40,9.82
01/01/1984,166.40,9.89
01/02/1984,157.30,9.32
01/03/1984,157.40,9.33
01/04/1984,157.60,9.31
01/05/1984,156.60,9.23
01/06/1984,153.10,9.01
01/07/1984,151.10,8.87
01/08/1984,164.40,9.62
01/09/1984,166.10,9.69
01/10/1984,164.80,9.60
01/11/1984,166.30,9.69
01/12/1984,164.50,9.60
01/01/1985,171.60,10.00
01/02/1985,180.90,10.49
01/03/1985,179.40,10.37
01/04/1985,180.60,10.40
01/05/1985,184.90,10.61
01/06/1985,188.90,10.81
01/07/1985,192.50,11.00
01/08/1985,188.30,10.74
01/09/1985,184.10,10.47
01/10/1985,186.20,10.55
01/11/1985,197.50,11.16
01/12/1985,207.30,11.69
01/01/1986,208.20,11.72
01/02/1986,219.40,12.39
01/03/1986,232.30,13.19
01/04/1986,238.00,13.55
01/05/1986,238.50,13.56
01/06/1986,245.30,13.89
01/07/1986,240.20,13.62
01/08/1986,245.00,13.89
01/09/1986,238.30,13.47
01/10/1986,237.40,13.43
01/11/1986,245.10,13.87
01/12/1986,248.60,14.09
01/01/1987,264.50,14.92
01/02/1987,280.90,15.82
01/03/1987,292.50,16.43
01/04/1987,289.30,16.20
01/05/1987,289.10,16.16
01/06/1987,301.40,16.83
01/07/1987,310.10,17.31
01/08/1987,329.40,18.33
01/09/1987,318.70,17.68
01/10/1987,280.20,15.53
01/11/1987,245.00,13.59
01/12/1987,241.00,13.39
01/01/1988,250.50,13.90
01/02/1988,258.10,14.30
01/03/1988,265.70,14.67
01/04/1988,262.60,14.43
01/05/1988,256.10,14.03
01/06/1988,270.70,14.77
01/07/1988,269.10,14.61
01/08/1988,263.70,14.24
01/09/1988,268.00,14.37
01/10/1988,277.40,14.81
01/11/1988,271.00,14.45
01/12/1988,276.50,14.70
01/01/1989,285.40,15.09
01/02/1989,294.00,15.47
01/03/1989,292.70,15.30
01/04/1989,302.30,15.69
01/05/1989,313.90,16.19
01/06/1989,323.70,16.64
01/07/1989,331.90,17.01
01/08/1989,346.60,17.73
01/09/1989,347.30,17.71
01/10/1989,347.40,17.64
01/11/1989,340.20,17.24
01/12/1989,348.60,17.65
01/01/1990,339.97,17.05
01/02/1990,330.45,16.51
01/03/1990,338.46,16.83
01/04/1990,338.18,16.81
01/05/1990,350.25,17.39
01/06/1990,360.39,17.82
01/07/1990,360.03,17.75
01/08/1990,330.75,16.17
01/09/1990,315.41,15.30
01/10/1990,307.12,14.82
01/11/1990,315.29,15.19
01/12/1990,328.75,15.85
01/01/1991,325.49,15.61
01/02/1991,362.26,17.35
01/03/1991,372.28,17.82
01/04/1991,379.68,18.16
01/05/1991,377.99,18.04
01/06/1991,378.29,18.02
01/07/1991,380.23,18.10
01/08/1991,389.40,18.51
01/09/1991,387.20,18.36
01/10/1991,386.88,18.35
01/11/1991,385.92,18.29
01/12/1991,388.51,18.44
01/01/1992,416.08,19.77
01/02/1992,412.56,19.58
01/03/1992,407.36,19.28
01/04/1992,407.41,19.30
01/05/1992,414.81,19.66
01/06/1992,408.27,19.32
01/07/1992,415.05,19.62
01/08/1992,417.93,19.72
01/09/1992,418.48,19.71
01/10/1992,412.50,19.37
01/11/1992,422.84,19.83
01/12/1992,435.64,20.45
01/01/1993,435.23,20.32
01/02/1993,441.70,20.55
01/03/1993,450.16,20.86
01/04/1993,443.08,20.46
01/05/1993,445.25,20.52
01/06/1993,448.06,20.61
01/07/1993,447.29,20.56
01/08/1993,454.13,20.81
01/09/1993,459.24,20.99
01/10/1993,463.90,21.11
01/11/1993,462.89,21.04
01/12/1993,465.95,21.16
01/01/1994,472.99,21.41
01/02/1994,471.58,21.26
01/03/1994,463.81,20.83
01/04/1994,447.23,20.06
01/05/1994,450.90,20.20
01/06/1994,454.83,20.29
01/07/1994,451.40,20.07
01/08/1994,464.24,20.54
01/09/1994,466.96,20.58
01/10/1994,463.81,20.40
01/11/1994,461.01,20.21
01/12/1994,455.19,19.91
01/01/1995,465.25,20.22
01/02/1995,481.92,20.80
01/03/1995,493.15,21.15
01/04/1995,507.91,21.64
01/05/1995,523.81,22.20
01/06/1995,539.35,22.72
01/07/1995,557.37,23.38
01/08/1995,559.11,23.28
01/09/1995,578.77,23.95
01/10/1995,582.92,23.93
01/11/1995,595.53,24.35
01/12/1995,614.57,25.03
01/01/1996,614.42,24.76
01/02/1996,649.54,25.98
01/03/1996,647.07,25.63
01/04/1996,647.17,25.42
01/05/1996,661.23,25.81
01/06/1996,668.50,25.97
01/07/1996,644.07,24.86
01/08/1996,662.68,25.41
01/09/1996,674.88,25.68
01/10/1996,701.46,26.48
01/11/1996,735.67,27.59
01/12/1996,743.25,27.72
01/01/1997,766.22,28.33
01/02/1997,798.39,29.27
01/03/1997,792.16,28.80
01/04/1997,763.93,27.59
01/05/1997,833.09,29.93
01/06/1997,876.29,31.26
01/07/1997,925.29,32.77
01/08/1997,927.24,32.59
01/09/1997,937.02,32.67
01/10/1997,951.16,32.90
01/11/1997,938.92,32.34
01/12/1997,962.37,33.03
01/01/1998,963.36,32.86
01/02/1998,1023.74,34.71
01/03/1998,1076.83,36.30
01/04/1998,1112.20,37.28
01/05/1998,1108.42,36.96
01/06/1998,1108.39,36.80
01/07/1998,1156.58,38.26
01/08/1998,1074.62,35.42
01/09/1998,1020.64,33.53
01/10/1998,1032.47,33.77
01/11/1998,1144.43,37.37
01/12/1998,1190.05,38.82
01/01/1999,1248.77,40.58
01/02/1999,1246.58,40.40
01/03/1999,1281.66,41.36
01/04/1999,1334.76,42.70
01/05/1999,1332.07,42.56
01/06/1999,1322.55,42.18
01/07/1999,1380.99,43.83
01/08/1999,1327.49,41.93
01/09/1999,1318.17,41.32
01/10/1999,1300.01,40.55
01/11/1999,1391.00,43.21
01/12/1999,1428.68,44.20
01/01/2000,1425.59,43.77
01/02/2000,1388.87,42.19
01/03/2000,1442.21,43.22
01/04/2000,1461.36,43.53
01/05/2000,1418.48,41.97
01/06/2000,1461.96,42.78
01/07/2000,1473.00,42.76
01/08/2000,1485.46,42.87
01/09/2000,1468.05,41.90
01/10/2000,1390.14,39.37
01/11/2000,1378.04,38.78
01/12/2000,1330.93,37.27
01/01/2001,1335.63,36.98
01/02/2001,1305.75,35.83
01/03/2001,1185.85,32.33
01/04/2001,1189.84,32.17
01/05/2001,1270.37,34.07
01/06/2001,1238.71,33.07
01/07/2001,1204.45,32.16
01/08/2001,1178.50,31.40
01/09/2001,1044.64,27.67
01/10/2001,1076.59,28.58
01/11/2001,1129.68,30.01
01/12/2001,1144.93,30.50
01/01/2002,1140.21,30.28
01/02/2002,1100.67,29.09
01/03/2002,1153.79,30.29
01/04/2002,1111.93,29.01
01/05/2002,1079.25,28.13
01/06/2002,1014.02,26.39
01/07/2002,903.59,23.46
01/08/2002,912.55,23.59
01/09/2002,867.81,22.37
01/10/2002,854.63,21.96
01/11/2002,909.93,23.35
01/12/2002,899.18,23.10
01/01/2003,895.84,22.90
01/02/2003,837.03,21.21
01/03/2003,846.63,21.31
01/04/2003,890.03,22.43
01/05/2003,935.96,23.59
01/06/2003,988.00,24.83
01/07/2003,992.54,24.87
01/08/2003,989.53,24.64
01/09/2003,1019.44,25.24
01/10/2003,1038.73,25.68
01/11/2003,1049.90,25.95
01/12/2003,1080.64,26.64
01/01/2004,1132.52,27.66
01/02/2004,1143.36,27.65
01/03/2004,1123.98,26.89
01/04/2004,1133.36,26.90
01/05/2004,1102.78,25.90
01/06/2004,1132.76,26.40
01/07/2004,1105.85,25.70
01/08/2004,1088.94,25.17
01/09/2004,1117.66,25.67
01/10/2004,1117.21,25.41
01/11/2004,1168.94,26.47
01/12/2004,1199.21,27.14
01/01/2005,1181.41,26.59
01/02/2005,1199.63,26.74
01/03/2005,1194.90,26.34
01/04/2005,1164.43,25.41
01/05/2005,1178.28,25.65
01/06/2005,1202.25,26.07
01/07/2005,1222.24,26.29
01/08/2005,1224.27,26.10
01/09/2005,1225.92,25.73
01/10/2005,1191.96,24.88
01/11/2005,1237.37,25.93
01/12/2005,1262.07,26.44
01/01/2006,1278.73,26.47
01/02/2006,1276.65,26.25
01/03/2006,1293.74,26.33
01/04/2006,1302.17,26.15
01/05/2006,1290.01,25.65
01/06/2006,1253.17,24.75
01/07/2006,1260.24,24.70
01/08/2006,1287.15,25.05
01/09/2006,1317.74,25.64
01/10/2006,1363.38,26.54
01/11/2006,1388.64,26.93
01/12/2006,1416.42,27.28
01/01/2007,1424.16,27.21
01/02/2007,1444.80,27.32
01/03/2007,1406.95,26.23
01/04/2007,1463.64,26.98
01/05/2007,1511.14,27.55
01/06/2007,1514.19,27.42
01/07/2007,1520.71,27.41
01/08/2007,1454.62,26.15
01/09/2007,1497.12,26.73
01/10/2007,1539.66,27.32
01/11/2007,1463.39,25.73
01/12/2007,1479.22,25.96
01/01/2008,1378.76,24.02
01/02/2008,1354.87,23.50
01/03/2008,1316.94,22.61
01/04/2008,1370.47,23.36
01/05/2008,1403.22,23.70
01/06/2008,1341.25,22.42
01/07/2008,1257.33,20.91
01/08/2008,1281.47,21.40
01/09/2008,1216.95,20.36
01/10/2008,968.80,16.39
01/11/2008,883.04,15.26
01/12/2008,877.56,15.38
01/01/2009,865.58,15.17
01/02/2009,805.23,14.12
01/03/2009,757.13,13.32
01/04/2009,848.15,14.98
01/05/2009,902.41,16.00
01/06/2009,926.12,16.38
01/07/2009,935.82,16.69
01/08/2009,1009.73,18.09
01/09/2009,1044.55,18.83
01/10/2009,1067.66,19.36
01/11/2009,1088.07,19.81
01/12/2009,1110.38,20.32
01/01/2010,1123.58,20.53
01/02/2010,1089.16,19.92
01/03/2010,1152.05,21.00
01/04/2010,1197.32,21.80
01/05/2010,1125.06,20.48
01/06/2010,1083.36,19.74
01/07/2010,1079.80,19.67
01/08/2010,1087.28,19.77
01/09/2010,1122.08,20.38
01/10/2010,1171.58,21.24
01/11/2010,1198.89,21.70
01/12/2010,1241.53,22.40
01/01/2011,1282.62,22.98
01/02/2011,1321.12,23.49
01/03/2011,1304.49,22.90
01/04/2011,1331.51,23.14
01/05/2011,1338.31,23.06
01/06/2011,1287.29,22.10
01/07/2011,1325.19,22.61
01/08/2011,1185.31,20.05
01/09/2011,1173.88,19.70
01/10/2011,1207.22,20.16
01/11/2011,1226.42,20.35
01/12/2011,1243.32,20.52
01/01/2012,1300.58,21.21
01/02/2012,1352.49,21.80
01/03/2012,1389.24,22.05
01/04/2012,1386.43,21.78
01/05/2012,1341.27,20.94
01/06/2012,1323.48,20.55
01/07/2012,1359.78,21.00
01/08/2012,1403.45,21.41
01/09/2012,1443.42,21.78
01/10/2012,1437.82,21.58
01/11/2012,1394.51,20.90
01/12/2012,1422.29,21.24
01/01/2013,1480.40,21.90
01/02/2013,1512.31,22.05
01/03/2013,1550.83,22.42
01/04/2013,1570.70,22.60
01/05/2013,1639.84,23.41
01/06/2013,1618.77,22.93
01/07/2013,1668.68,23.49
01/08/2013,1670.09,23.36
01/09/2013,1687.17,23.44
01/10/2013,1720.03,23.83
01/11/2013,1783.54,24.64
01/12/2013,1807.78,24.86
01/01/2014,1822.36,24.86
01/02/2014,1817.04,24.59
01/03/2014,1863.52,24.96
01/04/2014,1864.26,24.79
01/05/2014,1889.77,24.94
01/06/2014,1947.09,25.56
01/07/2014,1973.10,25.82
01/08/2014,1961.53,25.62
01/09/2014,1993.23,25.92
01/10/2014,1937.27,25.16
01/11/2014,2044.57,26.61
01/12/2014,2054.27,26.79
01/01/2015,2028.18,26.49
01/02/2015,2082.20,27.00
01/03/2015,2079.99,26.73
01/04/2015,2094.86,26.79
01/05/2015,2111.94,26.81
01/06/2015,2099.29,26.50
01/07/2015,2094.14,26.38
01/08/2015,2039.87,25.69
01/09/2015,1944.41,24.50
01/10/2015,2024.81,25.49
01/11/2015,2080.62,26.23
01/12/2015,2054.08,25.97
01/01/2016,1918.60,24.21
01/02/2016,1904.42,24.00
01/03/2016,2021.95,25.37
01/04/2016,2075.54,25.92
01/05/2016,2065.55,25.69
01/06/2016,2083.89,25.84
01/07/2016,2148.90,26.69
01/08/2016,2170.95,26.95
01/09/2016,2157.69,26.73
01/10/2016,2143.02,26.53
01/11/2016,2164.99,26.85
01/12/2016,2246.63,27.87
01/01/2017,2275.12,28.06
01/02/2017,2329.91,28.66
01/03/2017,2366.82,29.09
01/04/2017,2359.31,28.90
01/05/2017,2395.35,29.31
01/06/2017,2433.99,29.75
01/07/2017,2454.10,30.00
01/08/2017,2456.22,29.91
01/09/2017,2492.84,30.17
01/10/2017,2557.00,30.92
01/11/2017,2593.61,31.30
01/12/2017,2664.34,32.09
01/01/2018,2789.80,33.31
01/02/2018,2705.16,32.04
01/03/2018,2702.77,31.81
01/04/2018,2653.63,30.97
01/05/2018,2701.49,31.24
01/06/2018,2754.35,31.63
01/07/2018,2793.64,31.89
01/08/2018,2857.82,32.39
01/09/2018,2901.50,32.62
01/10/2018,2785.46,31.04
01/11/2018,2723.23,30.20
01/12/2018,2567.31,28.29
01/01/2019,2607.39,28.38
01/02/2019,2754.86,29.54
01/03/2019,2803.98,29.58
01/04/2019,2903.80,30.13
01/05/2019,2854.71,29.24
01/06/2019,2890.17,29.28
01/07/2019,2996.11,29.99
01/08/2019,2897.50,28.71
01/09/2019,2982.16,29.23
01/10/2019,2977.68,28.84
01/11/2019,3104.90,29.84
01/12/2019,3176.75,30.33
01/01/2020,3278.20,30.99
01/02/2020,3277.31,30.73
01/03/2020,2652.39,24.82
01/04/2020,2761.98,25.93
01/05/2020,2919.62,27.33
01/06/2020,3104.66,28.84
01/07/2020,3207.62,29.60
01/08/2020,3391.71,31.16
01/09/2020,3365.52,30.84
01/10/2020,3418.70,31.28
01/11/2020,3548.99,32.47
01/12/2020,3695.31,33.77
01/01/2021,3793.75,34.51
01/02/2021,3883.43,35.10
01/03/2021,3910.51,35.04
01/04/2021,4141.18,36.72
01/05/2021,4167.85,36.55
01/06/2021,4238.49,36.70
01/07/2021,4363.71,37.44
01/08/2021,4454.21,37.97
01/09/2021,4445.54,37.62
01/10/2021,4460.71,37.25
01/11/2021,4667.39,38.58
01/12/2021,4674.77,38.30
01/01/2022,4573.82,36.94
01/02/2022,4435.98,35.29
01/03/2022,4391.27,34.27
01/04/2022,4391.30,33.89
01/05/2022,4040.36,30.67
01/06/2022,3898.95,29.05
01/07/2022,3911.73,29.00
01/08/2022,4158.56,30.70
01/09/2022,3850.52,28.23
01/10/2022,3726.05,27.08
01/11/2022,3917.49,28.38
01/12/2022,3912.38,28.32
01/01/2023,3960.66,28.33
01/02/2023,4079.68,28.98
01/03/2023,3968.56,28.06
01/04/2023,4100.60,28.91
